person	document_count	total_words	first_date	last_date	organization_diversity	family_diversity	process_diversity	collection_diversity	document_type_diversity	institutional_breadth_score	centrality_score	top_families	top_organizations	top_processes	top_collections	top_document_types	interpretation_note
К.Н. Лукницкого	3	6263	1936-12-05T00:29:00	1937-03-22T11:01:23	5	3	2	1	1	20	81	press_media:3 | security_apparatus:3 | party_apparatus:3	ВКП(б):3 | Известия:3 | ГУГБ:2 | ЦК ВКП(б):2 | НКВД:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	special_report:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.М. Бык-Бек	2	2303	1936-07-11T00:10:00	1936-07-20T00:10:00	6	3	1	1	2	20	81	party_apparatus:2 | security_apparatus:1 | international:1	ВКП(б):2 | ГУГБ:1 | НКВД:1 | Политбюро:1 | Коминтерн:1 | ЦК ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Я.А. Фуртичева	2	5390	1936-04-09T01:00:00	1936-05-04T01:10:00	6	3	1	1	2	20	81	party_apparatus:2 | security_apparatus:2 | international:2	ГУГБ:2 | ВКП(б):2 | Коминтерн:2 | НКВД:1 | ЦК ВКП(б):1 | Горьковский крайком ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	special_report:1 | interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.П. Вяткина	1	2447	1936-03-27T00:00:00	1936-03-27T00:00:00	5	4	1	1	1	21	81	party_apparatus:1 | security_apparatus:1 | international:1 | state_apparatus:1	ГУГБ:1 | Совнарком:1 | ВКП(б):1 | ЦК ВКП(б):1 | Коминтерн:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
З.Е. Саркисьяна	1	3141	1935-10-07T21:55:49	1935-10-07T21:55:49	5	4	1	1	1	21	81	press_media:1 | security_apparatus:1 | party_apparatus:1 | state_apparatus:1	ЦИК СССР:1 | Правда:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
З.И. Фридмана	1	2338	1936-03-20T00:51:00	1936-03-20T00:51:00	5	4	1	1	1	21	81	party_apparatus:1 | press_media:1 | international:1 | security_apparatus:1	ГУГБ:1 | ИККИ:1 | Правда:1 | ВКП(б):1 | Коминтерн:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.И. Койген	1	4712	1936-06-14T00:14:00	1936-06-14T00:14:00	7	3	1	1	1	20	81	party_apparatus:1 | security_apparatus:1 | international:1	ГУГБ:1 | ИККИ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1 | Коминтерн:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.А. Москвину	1	1244	1936-08-11T18:39:00	1936-08-11T18:39:00	5	4	1	1	1	21	81	party_apparatus:1 | press_media:1 | international:1 | security_apparatus:1	ИККИ:1 | Правда:1 | НКВД:1 | ВКП(б):1 | Коминтерн:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	memo_note:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Киров	9	3061	1934-12-14T05:00:00	1935-04-18T00:22:00	4	2	2	1	3	18	80	security_apparatus:4 | party_apparatus:3	ГУГБ:4 | ВКП(б):2 | Политбюро:1 | НКВД:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:8 | КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:9	interrogation_protocol:5 | confrontation_protocol:3 | statement:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Х.Г. Раковского	3	2091	1937-01-25T12:24:06	1937-01-28T17:43:30	5	3	1	2	2	20	80	party_apparatus:2 | press_media:1 | security_apparatus:1	ЦК ВКП(б):2 | ВКП(б):2 | Известия:1 | ГУГБ:1 | НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	ДРУГИЕ ДОКУМЕНТЫ:2 | МАТЕРИАЛЫ СЛЕДСТВИЯ:1	statement:2 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.И. Бураго	6	6414	1935-02-09T00:26:00	1935-04-16T00:00:00	4	3	1	1	3	19	79	security_apparatus:6 | party_apparatus:3 | press_media:1	ГУГБ:6 | ВКП(б):3 | ЦК ВКП(б):2 | Правда:1	КРЕМЛЕВСКОЕ ДЕЛО:6	МАТЕРИАЛЫ СЛЕДСТВИЯ:6	interrogation_protocol:4 | special_report:1 | confrontation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.Б. Розенфельда	5	6125	1935-02-28T02:00:00	1935-04-03T00:00:00	5	3	1	1	2	19	79	security_apparatus:5 | party_apparatus:4 | press_media:2	ГУГБ:5 | ВКП(б):4 | ЦК ВКП(б):3 | Правда:2 | НКВД:1	КРЕМЛЕВСКОЕ ДЕЛО:5	МАТЕРИАЛЫ СЛЕДСТВИЯ:5	interrogation_protocol:3 | special_report:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.Ю. Раевской	4	2353	1935-02-08T02:00:00	1935-04-20T01:36:00	4	4	1	1	1	20	79	security_apparatus:4 | party_apparatus:1 | state_apparatus:1 | press_media:1	ГУГБ:4 | ВКП(б):1 | Совнарком:1 | Правда:1	КРЕМЛЕВСКОЕ ДЕЛО:4	МАТЕРИАЛЫ СЛЕДСТВИЯ:4	interrogation_protocol:4	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.Н. Яковлевой	2	2659	1936-09-10T13:07:25	1937-02-06T19:15:18	4	3	2	1	2	20	79	party_apparatus:2 | state_apparatus:1 | security_apparatus:1	ЦК ВКП(б):2 | ВКП(б):2 | Совнарком:1 | НКВД:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	ДРУГИЕ ДОКУМЕНТЫ:2	statement:1 | memo_note:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Л.П. Берии	2	3713	1936-09-05T14:14:40	1937-03-08T17:05:09	4	3	2	1	2	20	79	security_apparatus:2 | party_apparatus:2 | state_apparatus:1	ЦК ВКП(б):2 | ВКП(б):2 | НКВД:2 | Совнарком:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	memo_note:1 | session_transcript:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.Ф. Попова	12	2851	1934-12-15T00:00:00	1935-01-04T15:00:00	3	2	2	1	3	17	78	security_apparatus:8 | party_apparatus:2	ГУГБ:8 | НКВД:4 | ВКП(б):2	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:11 | ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:12	interrogation_protocol:8 | confrontation_protocol:3 | statement:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.С. Куклина	7	2540	1934-12-18T03:00:00	1935-04-27T13:15:00	5	2	1	2	3	18	78	security_apparatus:3 | party_apparatus:2	ГУГБ:3 | НКВД:2 | ВКП(б):2 | Политбюро:1 | ЦК ВКП(б):1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:7	МАТЕРИАЛЫ СЛЕДСТВИЯ:5 | ДРУГИЕ ДОКУМЕНТЫ:2	interrogation_protocol:5 | administrative_report:1 | letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.Н. Сафоновой	5	8057	1936-03-15T01:00:00	1936-07-19T00:10:00	4	3	1	1	3	19	78	security_apparatus:4 | party_apparatus:4 | press_media:2	ГУГБ:4 | ВКП(б):4 | Правда:2 | ЦК ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:5	МАТЕРИАЛЫ СЛЕДСТВИЯ:5	interrogation_protocol:3 | letter:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.И. Горовича	4	5345	1936-02-27T00:42:00	1936-04-09T03:00:00	5	3	1	1	2	19	78	security_apparatus:4 | party_apparatus:3 | international:1	ГУГБ:4 | ВКП(б):3 | ЦК ВКП(б):2 | Коминтерн:1 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:4	МАТЕРИАЛЫ СЛЕДСТВИЯ:4	interrogation_protocol:2 | special_report:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.С. Строилова	4	25413	1936-10-08T02:36:00	1936-12-09T00:29:00	5	3	1	1	2	19	78	security_apparatus:4 | party_apparatus:1 | press_media:1	ГУГБ:4 | ВКП(б):1 | ЦК ВКП(б):1 | НКВД:1 | Правда:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:4	МАТЕРИАЛЫ СЛЕДСТВИЯ:4	interrogation_protocol:3 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Э.С. Гольцмана	4	6666	1936-04-29T00:00:00	1936-07-05T00:41:00	5	3	1	1	2	19	78	party_apparatus:4 | security_apparatus:3 | state_apparatus:1	ВКП(б):4 | ГУГБ:3 | ЦК ВКП(б):1 | НКВД:1 | НКИД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:4	МАТЕРИАЛЫ СЛЕДСТВИЯ:4	interrogation_protocol:3 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.К. Коршунова	3	1819	1934-12-17T08:00:00	1935-01-17T04:00:00	6	3	1	1	1	19	78	security_apparatus:3 | party_apparatus:2 | press_media:1	ГУГБ:3 | НКВД:3 | ВКП(б):2 | ЦК ВКП(б):2 | Правда:1 | Политбюро:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	interrogation_protocol:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.В. Королькова	7	8171	1935-03-11T02:10:00	1935-04-21T01:00:00	5	3	1	1	1	18	77	security_apparatus:7 | party_apparatus:1 | state_apparatus:1	ГУГБ:7 | ИНО ГУГБ:7 | НКВД:3 | ВКП(б):1 | Совнарком:1	КРЕМЛЕВСКОЕ ДЕЛО:7	МАТЕРИАЛЫ СЛЕДСТВИЯ:7	interrogation_protocol:7	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Я.Р. Ельковича	6	8486	1935-01-13T00:00:00	1936-11-14T16:56:56	4	2	2	1	3	18	77	security_apparatus:3 | party_apparatus:3	ВКП(б):3 | ГУГБ:2 | ЦК ВКП(б):2 | НКВД:2	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:4 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:6	interrogation_protocol:4 | special_report:1 | statement:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.И. Биркенгофа	3	10189	1936-05-23T01:10:00	1936-06-22T00:14:00	5	3	1	1	2	19	77	security_apparatus:3 | party_apparatus:3 | press_media:1	ГУГБ:3 | ВКП(б):3 | ЦК ВКП(б):2 | ИНО ГУГБ:1 | Правда:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	special_report:2 | interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Л.И. Гасвиани	3	4971	1936-08-26T14:30:36	1937-01-17T12:07:26	5	3	1	1	2	19	77	security_apparatus:2 | party_apparatus:2 | press_media:1	ВКП(б):2 | НКВД:2 | ЦК ВКП(б):1 | ГУГБ:1 | Правда:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	interrogation_protocol:2 | memo_note:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.О. Зюка	3	5393	1936-08-21T01:10:00	1936-09-04T01:36:00	5	3	1	1	2	19	77	security_apparatus:3 | party_apparatus:3 | press_media:2	ВКП(б):3 | НКВД:3 | ГУГБ:2 | Правда:2 | ЦК ВКП(б):2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	special_report:2 | interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
П.Ф. Зайцева	3	6075	1935-03-24T14:23:00	1935-05-22T15:01:00	5	3	1	1	2	19	77	party_apparatus:3 | state_apparatus:3 | press_media:1	ЦК ВКП(б):3 | ВКП(б):3 | ЦИК СССР:3 | Секретариат ЦИК СССР:1 | Правда:1	КРЕМЛЕВСКОЕ ДЕЛО:3	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ:3	letter:2 | explanation:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Я.Н. Вечерковского	3	8002	1937-01-03T19:38:40	1937-01-10T19:46:17	5	3	1	1	2	19	77	security_apparatus:3 | party_apparatus:2 | press_media:1	ГУГБ:3 | НКВД:3 | ВКП(б):2 | Правда:1 | ЦК ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	interrogation_protocol:2 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.И. Юлина	2	5471	1936-09-23T01:36:00	1936-10-15T00:36:00	6	3	1	1	1	19	77	security_apparatus:2 | party_apparatus:2 | press_media:1	ГУГБ:2 | ВКП(б):2 | ЦК ВКП(б):2 | Правда:1 | НКВД:1 | Политбюро:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	special_report:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.И. Новожилова	2	3145	1935-04-03T03:00:00	1935-04-03T05:00:00	6	3	1	1	1	19	77	security_apparatus:2 | party_apparatus:2 | state_apparatus:1	ГУГБ:2 | ВКП(б):2 | НКВД:2 | ЦИК СССР:1 | Секретариат ЦИК СССР:1 | Политбюро:1	КРЕМЛЕВСКОЕ ДЕЛО:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.И. Муралова	2	5033	1936-12-05T08:20:28	1936-12-09T13:23:27	6	3	1	1	1	19	77	security_apparatus:2 | party_apparatus:2 | state_apparatus:1	ГУГБ:2 | ВКП(б):2 | ЦК ВКП(б):2 | Совнарком:1 | Политбюро:1 | НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	special_report:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Р.С. Беннет	2	6066	1935-04-20T00:35:00	1935-04-28T00:10:00	6	3	1	1	1	19	77	security_apparatus:2 | party_apparatus:2 | international:1	ГУГБ:2 | НКВД:2 | ВКП(б):2 | ЦК ВКП(б):2 | Политбюро:2 | Коминтерн:1	КРЕМЛЕВСКОЕ ДЕЛО:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	special_report:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.Н. Шатским	3	1392	1934-12-18T06:00:00	1934-12-20T01:00:00	4	3	2	1	1	19	76	security_apparatus:3 | party_apparatus:1 | international:1	ГУГБ:3 | НКВД:3 | ВКП(б):1 | Коминтерн:1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:2 | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	confrontation_protocol:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.М. Кудряшева	2	3079	1936-11-04T08:25:21	1936-11-10T08:28:53	5	3	1	1	2	19	76	security_apparatus:2 | party_apparatus:2 | state_apparatus:1	ГУГБ:2 | ВКП(б):2 | НКВД:1 | Совнарком:1 | ЦК ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	special_report:1 | interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.М. Чередниченко	2	2920	1936-12-22T14:08:12	1937-01-02T14:13:03	5	3	1	1	2	19	76	security_apparatus:2 | press_media:1 | party_apparatus:1	ГУГБ:2 | НКВД:2 | Правда:1 | ВКП(б):1 | ЦК ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	special_report:1 | interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
С.С. Зорина	2	890	1935-01-02T22:01:33	1935-01-21T03:00:00	5	3	1	1	2	19	76	party_apparatus:2 | press_media:1 | security_apparatus:1	ЦК ВКП(б):2 | ВКП(б):2 | Правда:1 | ГУГБ:1 | НКВД:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	special_report:1 | interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.И. Гальперина	1	3213	1936-10-11T21:48:33	1936-10-11T21:48:33	6	3	1	1	1	19	76	press_media:1 | security_apparatus:1 | party_apparatus:1	ГУГБ:1 | Правда:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.Е. Меерсона	1	2922	1936-04-20T01:00:00	1936-04-20T01:00:00	4	4	1	1	1	20	76	press_media:1 | security_apparatus:1 | party_apparatus:1 | judicial_apparatus:1	ГУГБ:1 | Верховный Суд СССР:1 | ВКП(б):1 | Известия:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Д.А. Тайца	1	1253	1936-09-04T00:36:00	1936-09-04T00:36:00	4	4	1	1	1	20	76	party_apparatus:1 | press_media:1 | international:1 | security_apparatus:1	ГУГБ:1 | ВКП(б):1 | Коминтерн:1 | Правда:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.В. Вардин-Мгеладзе	1	2995	1935-01-09T03:00:00	1935-01-09T03:00:00	4	4	1	1	1	20	76	party_apparatus:1 | press_media:1 | international:1 | security_apparatus:1	ГУГБ:1 | ВКП(б):1 | Коминтерн:1 | Правда:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.Н. Зеликсона	1	428	1935-01-17T05:00:00	1935-01-17T05:00:00	6	3	1	1	1	19	76	party_apparatus:1 | security_apparatus:1 | international:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | ОО ГУГБ НКВД:1 | Коминтерн:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.Г. Грольмана	1	5937	1937-01-27T20:36:28	1937-01-27T20:36:28	6	3	1	1	1	19	76	party_apparatus:1 | security_apparatus:1 | international:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1 | Коминтерн:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
О.А. Мешковской	1	3133	1936-04-15T00:28:00	1936-04-15T00:28:00	6	3	1	1	1	19	76	party_apparatus:1 | security_apparatus:1 | international:1	ГУГБ:1 | ИККИ:1 | КПК:1 | ВКП(б):1 | ЦК ВКП(б):1 | Коминтерн:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
О.Ф. Янкуса	1	5119	1937-01-13T16:19:14	1937-01-13T16:19:14	6	3	1	1	1	19	76	party_apparatus:1 | security_apparatus:1 | international:1	ГУГБ:1 | ИККИ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Коминтерн:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.В. Осинского	4	2168	1935-03-28T02:00:00	1935-11-14T18:42:00	5	2	1	2	3	18	75	security_apparatus:2 | party_apparatus:1	ГУГБ:2 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1	КРЕМЛЕВСКОЕ ДЕЛО:4	ДРУГИЕ ДОКУМЕНТЫ:2 | МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2 | memo_note:1 | letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Р.М. Кулишера	4	2396	1934-12-15T10:16:00	1934-12-17T01:00:00	5	3	1	1	1	18	74	security_apparatus:4 | state_apparatus:1 | party_apparatus:1	ГУГБ:4 | ОО ГУГБ НКВД:4 | НКВД:4 | Совнарком:1 | ВКП(б):1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:4	МАТЕРИАЛЫ СЛЕДСТВИЯ:4	interrogation_protocol:4	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.Я. Свердлова	3	1988	1935-03-23T00:00:00	1936-08-18T18:44:00	5	2	1	2	3	18	74	party_apparatus:2 | security_apparatus:1	ВКП(б):2 | ГУГБ:1 | КПК при ЦК ВКП(б):1 | КПК:1 | ЦК ВКП(б):1	КРЕМЛЕВСКОЕ ДЕЛО:3	ДРУГИЕ ДОКУМЕНТЫ:2 | МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1 | memo_note:1 | letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
